TestId,ID,Date,Time,Name,Segment,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
lbq6V7zxriVB3BU3qceI,,8/25/21,12:24:38,nn,,,Countermovement Jump,,,954.3974,0.4323,283.3811,-0.3391,10250,-7403.9746,2511,1871.0132,196.0413,2517,263.7266,2025.7472,212.2541,2511,263.098,0.431,50.8255,0.152,17.9245,0.265,31.25,0.602,0.848,138.548,283.5941,818.217,422.1421,2.0469,-0.9499,1.7675,2.9128,3.0384,-1563.4305,-16.0701,-2090.0258,-21.4828,3249.5357,33.4011,59.8208,5819.8592,-2.2646,1230,1287,-7.356,866.6908,1004.3224,-1.4735,1237,1274,0.2342,1015.2453,1010.5019,-2.0539,5019.7368,5230.2632,-13.7692,0.4798,1740,-20294.7305,7001,1130.4483,733.5519,-17.9546,2872,4129,-15.8972,475.3695,655.0787,-27.449,0.7099,0.5099,282.662,2.9054,1.4241,535.555,5.5048,2.915
TjLyL0KHqlyk8hctNw1f,,8/25/21,11:51:10,o,,,Countermovement Jump,,,826.5105,0.4475,249.6868,-0.4252,4479.1667,-4470.0595,1901,1274.0333,154.1461,1898,229.6402,1666.2642,201.6023,1923,232.6649,0.577,51.7025,0.24,21.5054,0.299,26.7921,0.587,1.116,106.87,250.9454,801.6515,357.8154,2.3481,-0.9042,1.6837,2.9636,3.0416,-1037.8763,-12.3187,-1245.5051,-14.7831,2633.0682,31.2524,56.2103,4735.8195,-5.058,901,997,1.127,644.1958,629.8375,-4.6282,917,1006,0.174,834.5819,831.6823,-16.4651,1870.8333,2608.3333,2.2432,0.3668,1210,-6202.0995,4363,1012.5521,527.882,-7.724,2013,2350,-9.5621,457.8653,554.6868,-17.4535,0.526,0.4011,304.406,3.613,1.2685,497.2455,5.9019,2.9785
AFy5AsGpJuFR4zmG8ENq,,8/25/21,11:50:58,o,,,Countermovement Jump,,,825.6607,0.4605,252.9467,-0.4084,2439.3939,-4384.1531,1791,1000.4369,121.168,1783,215.9483,1684.473,204.0152,1885,228.302,0.361,34.283,0.396,37.6068,0.296,28.1102,0.6,1.053,68.733,254.1106,892.5495,322.8436,3.6971,-0.6704,1.6941,3.0054,3.0831,-627.2049,-7.4521,-727.2539,-8.6408,2686.9784,31.9251,58.3485,4910.9118,11.4975,994,789,9.8858,549.6692,450.7677,10.4509,1041,844,4.6951,881.7804,802.6926,19.0476,1452.0202,987.3737,17.9992,8.9368,2310,-6278.0122,4893,930.7675,592.6163,6.8465,2614,2279,4.3058,485.4221,445.3455,8.2489,0.5698,0.4372,394.869,4.6916,0.8166,497.6805,5.9131,3.0192
LsCnfiHHeIqAdqOiGtEY,,8/25/21,11:50:48,o,,,Countermovement Jump,,,826.96,0.4336,245.9115,-0.2852,5915.7303,-6586.7297,1879,1311.4382,158.5855,1876,226.855,1729.365,209.1232,1938,234.3523,0.508,52.9167,0.178,18.5417,0.274,28.5417,0.584,0.96,85.7131,247.1234,704.9685,332.8365,2.8831,-0.7258,1.6208,2.9172,2.994,-853.4238,-10.1239,-1068.2803,-12.6727,2653.714,31.4803,58.6826,4946.8012,3.6247,972,904,2.1231,669.6404,641.7978,1.032,979,959,1.3688,876.5182,852.8467,7.3124,3174.1573,2741.573,4.1568,2.6931,590,-10307.8103,4634,1233.1864,560.3657,-2.8054,2252,2382,-6.7883,574.7373,658.4492,-12.7061,0.6083,0.4518,232.085,2.7532,1.0168,472.8835,5.6097,2.9316
JmrTAHohMbJEN7f1Vedp,,8/25/21,9:24:08,oo,,,Countermovement Jump,,,920.3614,0.4257,271.1339,-0.3132,11941.6058,-8159.9052,2556,1886.8102,205.0075,2556,277.717,2074.3136,225.3803,2557,277.8257,0.408,52.2407,0.137,17.5416,0.236,30.2177,0.578,0.781,131.5859,271.9611,745.001,403.5469,2.0668,-0.9271,1.737,2.89,2.9976,-1542.8713,-16.4452,-2037.8359,-21.721,3264.3462,34.7942,62.4648,5860.3695,3.5994,1324,1232,8.9476,1027.8175,858.9927,3.4806,1323,1234,1.4949,1052.661,1021.6525,-5.0122,5671.5328,6270.073,16.4403,2.9236,1160,-4569.933,3358,1148.1172,364.8567,37.9988,2317,1041,1.5385,582.8905,565.2267,3.0265,0.7401,0.5451,256.755,2.7367,1.4026,488.246,5.2041,2.8988
yDZIP2YQWC7WXgx0hFuj,,8/25/21,9:23:57,oo,,,Countermovement Jump,,,920.7878,0.4262,271.3988,-0.3338,11564.2857,-7597.0489,2536,1888.4286,205.0884,2546,276.5024,2073.3755,225.1741,2536,275.4163,0.415,52.399,0.14,17.6768,0.237,29.9242,0.599,0.792,134.6625,272.7971,752.755,407.4596,2.0258,-0.9637,1.7012,2.8915,2.9842,-1599.2461,-17.0382,-2150.8884,-22.9154,3227.5,34.3855,62.0616,5825.2312,3.2993,1315,1231,2.445,967.3,921.1286,2.9968,1306,1230,2.3012,1060.5443,1012.8312,5.7443,6114.2857,5450,4.7821,4.489,950,-5213.7228,3943,1218.0263,428.2203,9.4598,2158,1785,-10.364,545.8947,672.1316,-18.7796,0.7563,0.538,262.652,2.7983,1.4347,490.103,5.2215,2.9064
S0IJvL2kW54FaLFspzw7,,8/25/21,9:23:35,oo,,,Countermovement Jump,,,920.1421,0.4473,277.8819,-0.2858,11946.9697,-8740.176,2497,1821.3636,197.9437,2501,271.8058,2146.3553,233.2634,2497,271.3711,0.435,54.717,0.132,16.6038,0.228,28.6792,0.595,0.795,118.1719,279.2277,726.8105,397.3996,2.3629,-0.8534,1.7125,2.9626,3.0587,-1368.7,-14.5923,-1794.2415,-19.1291,3387.0211,36.1104,67.2449,6307.3297,2.7589,1285,1216,4.9663,955.9091,865.4545,2.2827,1277,1220,0.7845,1081.5965,1064.7588,-1.3316,5893.9394,6053.0303,9.4751,1.541,1340,-5171.6098,3102,1126.3948,337.1218,19.1489,1848,1254,-5.8255,530.3881,596.0067,-11.0179,0.7484,0.5627,238.7105,2.545,1.2599,488.1,5.2038,2.977
l3SlNdj1TSJH8pTqf2aV,,8/25/21,10:33:42,p,,,Countermovement Jump,,,806.3734,0.3901,227.4106,-0.4409,3639.6761,-3864.9016,1704,1205.502,149.4968,1702,211.0685,1488.2866,184.5654,1721,213.4247,0.405,41.0334,0.247,25.0253,0.335,33.9412,0.566,0.987,98.1377,228.3803,794.2145,326.5179,2.3271,-0.8557,1.6373,2.7666,2.8935,-932.4199,-11.3434,-1133.0253,-13.7839,2262.5544,27.5253,51.3307,4219.3422,10.5758,941,761,10.7305,667.4291,538.0729,9.7037,944,777,6.5587,792.9493,695.3373,13.9043,2072.8745,1566.8016,19.3906,12.2929,990,-9120.8191,4718,1037.7606,585.0888,6.0195,2501,2217,-1.1753,512.7818,524.9788,-2.329,0.5735,0.3952,296.5055,3.6072,1.1939,497.709,6.0549,2.7784
zveLs7J4FKV55wHwPKgS,,8/25/21,10:33:33,p,,,Countermovement Jump,,,804.2152,0.3894,226.5567,-0.4112,2308.1967,-3664.0031,1507,1074.7607,133.6409,1504,187.0146,1495.7933,185.9942,1766,219.593,0.491,43.6444,0.305,27.1111,0.329,29.2444,0.565,1.125,82.1671,227.5624,817.9935,309.7295,2.7695,-0.739,1.5478,2.7636,2.8852,-732.3974,-8.9339,-899.2275,-10.969,2199.6244,26.8315,53.4705,4383.4665,9.7074,825,679,11.9383,601.5344,473.2262,5.0963,928,838,7.5364,804.2614,691.5319,13.9205,1314.7541,993.4426,21.3508,14.0088,790,-8068.7673,4906,1091.862,610.0357,0.4892,2465,2441,-5.9739,513.3177,578.5443,-11.2726,0.5022,0.346,326.6485,3.9845,1.0023,491.345,5.9935,2.7759
HwfAXLtWrG2JkTOae2bN,,8/25/21,10:33:21,p,,,Countermovement Jump,,,803.8509,0.3914,227.0428,-0.4473,2547.4684,-3595.8921,1608,1090.538,135.6642,1609,200.1615,1485.8922,184.8468,1713,213.0992,0.568,46.6338,0.316,25.9442,0.334,27.422,0.561,1.218,90.1915,227.7817,838.8685,317.9731,2.5255,-0.8106,1.5664,2.7708,2.8856,-811.3701,-9.9018,-967.0466,-11.8016,2204.1045,26.8984,52.4237,4295.7016,14.481,921,688,8.6109,592.2215,498.3165,4.2615,893,820,9.2861,811.9371,673.9551,30.1863,1658.2278,889.2405,15.8531,16.9788,790,-7476.0534,3839,1054.9101,477.5762,-7.4238,1777,2062,-10.5147,471.9949,582.9152,-19.0306,0.4606,0.3213,343.4045,4.1908,1.1007,495.464,6.0465,2.7798
Rd4tDZHVJYH0DQY3fB24,,8/25/21,7:49:19,pp,,,Countermovement Jump,,,701.2112,0.4023,200.8394,-0.3881,3224.5763,-3766.6448,1462,983.6992,140.2857,1457,207.7833,1382.7669,197.1969,1545,220.333,0.483,47.5862,0.236,23.2512,0.296,29.1626,0.572,1.015,66.2894,201.6962,639.6275,267.9856,3.0427,-0.6738,1.6491,2.8098,2.9311,-606.4247,-8.4839,-748.3393,-10.4693,2112.8494,29.5589,55.0034,3931.5994,-5.8339,686,771,-4.5629,469.4068,514.2924,-1.877,758,787,-2.4742,674.277,708.4899,-0.9198,1597.4576,1627.1186,-8.7025,-4.8112,1280,-11295.053,3697,861.4484,527.2306,-15.1745,1568,2129,-46.7692,229.2781,632.1703,-63.74,0.5635,0.3964,231.074,3.2327,0.9274,408.5535,5.7157,2.8217
PfNlei9ECuDZUzYyhmhd,,8/25/21,7:49:10,pp,,,Countermovement Jump,,,701.8188,0.4138,203.8335,-0.3782,4762.4309,-4135.3653,1564,1135.2983,161.7652,1562,222.5646,1414.6063,201.5629,1597,227.5516,0.472,50.2128,0.181,19.2553,0.287,30.5319,0.582,0.94,78.0296,204.4728,609.55,282.5024,2.6205,-0.7528,1.6838,2.8492,2.9612,-768.4306,-10.7411,-1008.8566,-14.1018,2196.8683,30.7078,56.0213,4007.8298,-5.6338,737,825,-12.3398,497.6022,637.6961,-4.4458,763,834,0.1266,708.1986,706.4077,4.1763,2480.663,2281.768,-21.9949,0.2706,670,-9157.0336,3589,1016.097,511.3855,15.854,2079,1510,27.1462,645.9642,370.1328,42.706,0.6191,0.4402,204.357,2.8565,1.0907,405.193,5.6638,2.8581
TxsVBHR5aqtMgeqOHW80,,8/25/21,7:48:59,pp,,,Countermovement Jump,,,701.5165,0.414,203.8144,-0.3757,4454.5455,-4084.525,1534,1066.0321,151.9611,1531,218.2415,1414.7178,201.6656,1621,231.0708,0.591,55.493,0.187,17.5587,0.287,26.9484,0.574,1.065,67.7499,204.6103,603.476,272.3602,3.0201,-0.6713,1.6969,2.8501,2.9755,-647.3483,-9.0525,-788.2175,-11.0224,2205.8042,30.8459,56.7804,4060.3835,-5.2907,725,806,-16.6834,444.0909,621.9412,-0.6786,805,816,1.3319,716.7805,697.9373,9.2437,2433.1551,2021.3904,-28.6458,2.6502,770,-9107.4387,2591,964.3727,369.3427,24.3535,1611,980,13.3096,546.3636,418.0091,23.4869,0.539,0.3888,198.232,2.7721,0.9474,405.244,5.6669,2.8613
zxGVetqEvNPaTLyhJmM0,,8/25/21,8:47:39,q,,,Countermovement Jump,,,1222.0621,0.3104,307.4326,-0.398,3911.3475,-5838.6686,2323,1675.2199,137.0814,2320,189.8431,2033.5553,166.4036,2350,192.2979,0.504,43.2247,0.282,24.1852,0.38,32.5901,0.503,1.166,127.2426,308.4115,1242.215,435.654,2.4238,-0.7107,1.4772,2.4679,2.6209,-1102.2111,-8.8479,-1383.6662,-11.1073,2807.4018,22.5362,43.3907,5405.3192,11.3793,1292,1028,13.5204,950.8582,724.3617,10.383,1297,1053,6.455,1082.4105,951.1447,13.6899,2223.4043,1687.9433,23.8371,12.1107,610,-174331.3561,8461,1755.3016,692.3544,18.9694,5033,3428,10.4437,969.3098,785.9918,18.9187,0.4314,0.2662,470.642,3.778,1.0214,771.573,6.1937,2.4757
LLMK5BeC1tGEPYgyVBOy,,8/25/21,8:47:26,q,,,Countermovement Jump,,,1228.6647,0.2878,297.6184,-0.4168,5850.8772,-6148.1042,2562,1832.2193,149.1228,2561,208.4377,2044.5422,166.4036,2564,208.6818,0.495,45.4128,0.228,20.9174,0.367,33.6697,0.519,1.09,136.9446,299.3577,1164.9005,436.3024,2.186,-0.7848,1.478,2.3763,2.5391,-1301.5904,-10.3923,-1569.5438,-12.5317,2783.359,22.2231,41.3923,5184.2242,9.0199,1396,1165,4.451,956.886,875.3333,9.0484,1398,1166,6.1298,1084.9346,959.6076,18.1409,3456.1404,2394.7368,8.5112,11.547,1390,-15427.0754,8822,1475.5288,718.0153,8.9549,4806,4016,-8.579,674.4712,801.0576,-15.7923,0.4761,0.264,415.8515,3.3203,1.0934,749.049,5.9806,2.3902
zfGjP9jEvQ8dxrOZodLq,,8/25/21,8:47:03,q,,,Countermovement Jump,,,1230.1411,0.2822,295.0918,-0.4595,7965.3465,-6180.2917,2840,1870.0545,152.0195,2838,230.7052,2016.1989,163.8998,2841,230.9491,0.608,51.2216,0.202,17.0177,0.377,31.7607,0.486,1.187,128.4581,296.1344,1134.384,424.5926,2.3053,-0.7561,1.5095,2.3533,2.5058,-1263.2269,-10.0738,-1478.7769,-11.7928,2781.7144,22.1833,39.6579,4972.967,3.876,1474,1364,8.0558,1010.3515,859.703,3.7663,1474,1367,5.1678,1060.1963,956.0027,1.9267,4059.4059,3905.9406,14.9426,9.8313,760,-14472.7773,7150,1629.4513,581.2341,-9.1469,3248,3902,11.207,906.0316,723.4197,20.1631,0.4094,0.2378,375.7165,2.9962,1.0244,758.6675,6.0501,2.3616
URaOA9JwxSVCWZhh8aPR,,8/25/21,8:00:39,qq,,,Countermovement Jump,,,689.7748,0.4028,197.6911,-0.2985,4358.6957,-4999.6057,1492,1112.0217,161.2152,1488,215.7226,1524.2731,220.9813,1832,265.5939,0.339,44.5466,0.184,24.1787,0.238,31.2746,0.563,0.761,77.2942,198.5374,565.537,275.8316,2.5686,-0.7438,1.6873,2.8116,2.9175,-749.8723,-10.6647,-937.5617,-13.334,2335.4617,33.215,58.7568,4131.3888,6.9892,796,692,9.6583,609.712,502.3098,2.2926,937,895,2.5539,781.6008,742.6723,6.2344,2315.2174,2043.4783,17.6358,4.9541,1920,-1823.778,3819,765.6557,553.659,-19.8219,1531,2288,-21.357,301.0672,464.5885,-35.1981,0.7398,0.5294,203.523,2.8945,1.0993,362.014,5.1486,2.8236
LjXs3ug1QBKwWo3nijQD,,8/25/21,8:00:30,qq,,,Countermovement Jump,,,689.6737,0.4107,199.5302,-0.2924,5744.186,-5740.5564,1678,1110.8663,161.0713,1671,242.2885,1572.2203,227.9658,1875,271.8677,0.411,50.7407,0.172,21.2346,0.227,28.0247,0.569,0.81,71.9543,200.1727,545.9275,272.1271,2.7819,-0.7179,1.7347,2.8381,2.9447,-714.9818,-10.17,-895.5411,-12.7383,2447.9385,34.8198,60.465,4250.8751,1.137,845,826,10.6794,614.75,496.1163,0.48,942,933,0.2073,787.7401,784.4802,-0.6073,2854.6512,2889.5349,19.3877,0.4025,960,-21954.8366,3694,895.4031,535.6156,-8.6627,1687,2007,-3.4132,432.4208,462.9823,-6.6059,0.7025,0.5069,189.8885,2.701,1.0235,356.039,5.0643,2.8473
2W99hNY7IqT2jDWmAxzm,,8/25/21,8:00:22,qq,,,Countermovement Jump,,,688.8699,0.3813,192.0466,-0.316,4021.0526,-4600.1866,1453,1045.9474,151.8353,1451,210.6348,1455.9402,211.352,1717,249.2488,0.408,48.0565,0.19,22.3793,0.251,29.5642,0.544,0.849,67.4636,192.4815,562.359,259.9451,2.8531,-0.6597,1.6336,2.7349,2.8576,-627.7043,-8.939,-800.7507,-11.4033,2175.3249,30.9782,56.8304,3990.6951,-2.2743,709,742,-0.0403,522.7632,523.1842,1.922,875,842,1.6821,740.2151,715.7251,-10.2094,1805.2632,2215.7895,-0.088,3.3151,940,-18252.122,3966,888.0947,575.7256,4.7907,2078,1888,11.6996,495.9989,392.0957,20.9496,0.6408,0.449,197.66,2.8148,0.9607,364.699,5.1936,2.7411
zyNL2mQ2RewIhasNj4w8,,8/25/21,12:06:50,r,,,Countermovement Jump,,,853.034,0.4991,272.0989,-0.459,9165.6442,-5121.641,2351,1654.2577,193.9263,2351,275.6045,1794.4364,210.3593,2351,275.6045,0.474,51.0776,0.163,17.5647,0.291,31.3578,0.645,0.928,129.8485,273.6096,789.0295,403.4581,2.1071,-1.0281,1.8584,3.1292,3.2314,-1491.8483,-17.1564,-1948.4634,-22.4076,3052.698,35.1064,62.7342,5455.085,5.3169,1238,1113,6.3113,879.3313,774.9264,5.3169,1238,1113,5.8648,949.8385,844.5979,5.4886,4834.3558,4331.2883,11.8846,11.0789,1090,-5561.8019,4141,1113.4376,485.4437,7.4137,2224,1917,14.3018,636.3394,477.0982,25.0234,0.695,0.5378,268.04,3.0825,1.4933,520.9895,5.9914,3.1465
4rkE4AhsgAeCLqP3i9UI,,8/25/21,12:06:40,r,,,Countermovement Jump,,,852.1922,0.5075,274.1366,-0.4641,9157.5758,-5085.035,2360,1732.6848,203.3209,2359,276.8155,1798.1031,210.9974,2360,276.9328,0.544,54.4,0.165,16.5,0.291,29.1,0.641,1,144.5295,274.9098,806.3345,419.4392,1.9021,-1.0948,1.8869,3.1557,3.2542,-1676.4285,-19.2982,-2253.4022,-25.94,3098.9109,35.6731,62.8924,5463.4442,6.401,1255,1104,4.6084,906.2667,826.4182,6.3559,1255,1105,5.1933,945.7423,852.3608,7.8756,4939.3939,4218.1818,8.7997,9.8732,1240,-4259.986,3697,1074.1411,433.8223,-27.8334,1334,2363,-2.555,523.3484,550.7927,-4.9876,0.641,0.5076,284.289,3.2726,1.6637,522.0455,6.0095,3.1646
MzpwUarD1u2oIiAYlcjV,,8/25/21,12:06:22,r,,,Countermovement Jump,,,852.7578,0.511,275.275,-0.3863,10217.6871,-6088.0758,2352,1664.4218,195.1811,2350,275.5765,1929.1634,226.2264,2353,275.9283,0.491,54.8603,0.147,16.4246,0.257,28.7151,0.64,0.895,118.5674,276.2915,737.6675,394.8589,2.3302,-0.9316,1.8714,3.1667,3.2571,-1360.2783,-15.6484,-1765.1202,-20.3057,3296.8831,37.9269,66.1839,5753.1951,8.9362,1280,1070,10.3094,918.0068,746.415,8.6273,1278,1075,6.4214,1026.5214,902.642,14.2477,5836.7347,4380.9524,18.7343,12.0587,850,-10179.7204,4601,1178.1894,539.5436,6.5855,2452,2149,1.0568,595.32,582.8694,2.0981,0.7151,0.5711,243.07,2.7962,1.364,494.5975,5.6898,3.1784
t61YM17NeWLDOfA9Pxx5,,8/25/21,11:15:53,rr,,,Countermovement Jump,,,1010.98,0.3683,276.9745,-0.3208,8377.2455,-7520.2818,2413,1880.6946,186.0269,2422,239.5695,2049.5597,202.73,2413,238.6793,0.261,37.5,0.167,23.9943,0.268,38.5057,0.589,0.696,144.5393,278.1273,860.421,422.6667,1.9242,-0.9227,1.5785,2.6876,2.8226,-1553.0509,-15.07,-2068.9024,-20.0755,2989.5476,29.0089,56.1142,5782.9092,6.7713,1293,1129,11.382,1047.3772,833.3174,5.2632,1270,1143,-2.1046,1003.2127,1046.347,1.5011,4251.497,4125.7485,20.4775,-4.1394,800,-6192.7221,5655,1409.0912,559.3583,3.6251,2930,2725,-9.9036,634.77,774.3212,-17.9936,0.8463,0.529,312.362,3.031,1.4025,548.059,5.3181,2.6988
EyBOBTbkEGpiNdLl6kie,,8/25/21,11:15:43,rr,,,Countermovement Jump,,,1012.9469,0.3597,274.3209,-0.3485,8890.3226,-6856.4903,2390,1980.3613,195.5049,2453,242.1647,1977.3462,195.2073,2390,235.9452,0.291,39.7541,0.155,21.1749,0.286,39.071,0.571,0.732,149.2582,275.6216,869.5635,424.8798,1.8466,-0.9335,1.5296,2.6567,2.777,-1657.3997,-16.0513,-2421.019,-23.4466,2828.1794,27.3898,53.5935,5533.8804,4.8512,1286,1167,5.995,1049.5419,930.8194,4.6025,1250,1140,-1.4763,974.0769,1003.2692,0.1451,4451.6129,4438.7097,11.3079,-2.9219,1040,-5482.2028,4970,1289.9163,490.6476,0.8048,2505,2465,-0.714,640.3529,649.5635,-1.4204,0.7801,0.4914,305.252,2.9562,1.4455,564.3115,5.4651,2.6693
NLFEY8NUNFoct880DSzQ,,8/25/21,11:15:33,rr,,,Countermovement Jump,,,1011.3493,0.379,281.0909,-0.2649,6398.8439,-8030.1532,2126,1674.0405,165.5254,2125,210.1153,2127.3202,210.3447,2626,259.6531,0.425,49.9412,0.173,20.329,0.253,29.7297,0.58,0.851,114.0849,282.2755,825.1725,396.3604,2.4743,-0.697,1.4968,2.7266,2.8383,-1078.1731,-10.4582,-1488.7871,-14.4411,3033.7957,29.4276,59.9283,6178.2358,12.3765,1194,931,2.4354,857.4046,816.6358,-1.4471,1294,1332,4.3544,1109.9763,1017.3439,28.4553,4109.8266,2289.0173,4.7021,8.3186,910,-6560.7369,5474,1350.7231,541.2571,-2.6672,2664,2810,-8.2434,619.689,731.0341,-15.2351,0.6816,0.4452,288.037,2.7939,1.1066,537.1355,5.2102,2.738
pifQnbTc6a95hIBddIRE,,8/25/21,11:20:33,s,,,Countermovement Jump,,,854.9269,0.4234,251.1771,-0.3663,3018.7266,-4531.2734,1660,1181.8614,138.2412,1656,193.7008,1702.4175,199.1302,1947,227.7388,0.421,42.7411,0.267,27.1066,0.297,30.1523,0.589,0.985,86.8914,251.7091,819.0695,338.6006,2.8968,-0.6678,1.6054,2.8822,2.9876,-735.0714,-8.4347,-974.3354,-11.1802,2595.2582,29.7797,58.0041,5054.9672,1.087,837,819,-6.8663,550.3558,631.5056,-0.0514,973,974,2.5755,873.1313,829.2862,15.6328,1745.3184,1273.4082,-12.8737,5.012,1220,-4660.0268,4540,1064.7475,531.0395,9.2511,2480,2060,-3.5093,513.691,551.0566,-6.7821,0.598,0.4298,314.302,3.6065,0.9971,504.7675,5.792,2.8883
wk2opTdb5jsQMhmB2wXA,,8/25/21,11:20:23,s,,,Countermovement Jump,,,856.7768,0.4366,255.6349,-0.3642,3075,-4716.0869,1718,1186.5536,138.4904,1712,199.8187,1750.0209,204.2563,1990,232.2659,0.321,36.1486,0.28,31.5315,0.287,32.3198,0.6,0.888,91.9098,256.3328,832.3215,348.2426,2.789,-0.7146,1.62,2.927,3.0208,-787.7491,-9.0196,-1027.5427,-11.7653,2695.8399,30.8671,59.4667,5193.6456,-4.6729,816,896,-3.865,570.3464,616.2071,-2.4121,971,1019,-4.025,839.7909,910.23,-1.7422,1510.7143,1564.2857,-7.4296,-7.7274,1090,-4942.955,4900,1091.0853,571.9109,-6.0408,2302,2598,-1.4112,537.844,553.2413,-2.7746,0.6757,0.4917,330.9505,3.7893,1.0524,501.371,5.7406,2.935
obfQfHtdE3IlYDRr0pxy,,8/25/21,11:20:13,s,,,Countermovement Jump,,,854.7107,0.4564,260.7515,-0.3287,5210.2273,-5390.3394,1772,1229.4318,143.8419,1767,206.7366,1836.1648,214.8288,2087,244.1762,0.65,59.4694,0.176,16.1025,0.267,24.4282,0.608,1.093,65.4946,261.9985,704.4205,327.4931,4.0003,-0.5503,1.6834,2.9928,3.0902,-615.9242,-7.0693,-739.0413,-8.4824,2904.8498,33.3406,62.6785,5460.9528,1.7544,899,868,-0.3873,612.3352,617.0966,-1.4854,1028,1059,1.1826,928.9401,907.2247,8.1788,2818.1818,2392.0455,-0.7707,2.3202,1370,-5347.6364,4803,1047.4547,561.9445,6.8915,2567,2236,28.5573,673.2898,374.165,44.4328,0.5563,0.4177,215.069,2.4685,0.7517,489.3515,5.6166,3.0071
